idMoTa,idPhanLoai,moTa_vi,moTa_en,ghiChu
,156,"Chim nước lớn, cổ rất dài và mảnh như rắn. Chim trống trưởng thành có bộ lông đen với một vệt trắng dài bên đầu và các vệt trắng bạc trên cánh. Chim mái và chim non có phần dưới cơ thể và cổ màu trắng. Thường bơi với chỉ đầu và cổ nổi trên mặt nước.","Large waterbird with a very long, snake-like neck. The adult male has black plumage with a long white stripe on the side of the head and silvery streaks on the wings. The female and juvenile have white underparts and neck. Often swims with only its head and neck visible.",
,157,"Diệc lớn, mảnh mai, màu sắc sặc sỡ. Thân trên màu xám sẫm, cổ và đầu màu nâu đỏ với các sọc đen. Chim non có màu nâu cát. Thường lẩn trốn trong các đám lau sậy và bay lên với tiếng kêu khàn khàn.","A large, slender, and colorful heron. Upperparts are dark grey, the neck and head are reddish-brown with black stripes. Juveniles are sandy-brown. Secretive in reedbeds, flushing with a harsh croak.",
,158,"Diệc lớn, màu xám tro, trắng và đen. Mỏ nhọn như dao găm, chân dài. Khi bay, nó co cổ lại thành hình chữ S. Tiếng kêu là một tiếng ""fraaank"" to và khàn.","A tall, grey, black, and white heron. It has a dagger-like bill and long legs. In flight, it folds its neck back into an 'S' shape. The call is a loud, harsh ""fraaank"".",
,159,"Cò trắng cỡ trung bình. Mỏ màu vàng (chuyển sang đen khi vào mùa sinh sản), chân đen. Kích thước nằm giữa Cò trắng và Cò ngàng lớn. Đặc điểm phân biệt quan trọng là đường viền mép (gape) chỉ kéo dài đến ngay dưới mắt.",A medium-sized white egret. It has a yellow bill (black in breeding season) and black legs. Its size is intermediate between Little Egret and Great Egret. A key feature is that the gape line extends only to a point directly below the eye.,
,160,"Cò nhỏ, mập mạp. Ngoài mùa sinh sản có màu nâu xám lốm đốm. Vào mùa sinh sản, đầu và cổ có màu nâu đỏ rượu vang, lưng màu xám đá phiến, ngực và cánh màu trắng. Khi bay, cánh trắng tương phản với lưng sẫm màu.","A small, stocky pond-heron. Non-breeding plumage is mottled grey-brown. In breeding plumage, the head and neck are wine-red, the back is slate-grey, and the breast and wings are white. In flight, white wings contrast with the dark back.",
,161,"Ngoài mùa sinh sản, có màu nâu vằn vện. Vào mùa sinh sản, bộ lông rất nổi bật: đầu và cổ màu vàng cam, lưng đen, bụng trắng.","In non-breeding plumage, it is streaky brown. In breeding plumage, it is very striking: the head and neck are yellowish-orange, the back is black, and the belly is white.",
,162,"Cò nhỏ, cổ ngắn. Lưng và cánh màu xanh xám sẫm, viền lông cánh thường có màu gỉ sắt hoặc vàng nhạt. Chóp đầu màu đen bóng. Chân màu vàng cam. Thường săn mồi ở tư thế cúi rạp người.","A small, short-necked heron. The back and wings are dark grey-green, often with rufous or buff edges to the wing feathers. The cap is glossy black. Legs are orange-yellow. Often hunts in a crouched posture.",
,163,"Cò nhỏ, thanh mảnh, toàn thân trắng muốt. Mỏ mỏng, màu đen. Chân đen với bàn chân màu vàng tươi đặc trưng. Vào mùa sinh sản, có hai lông mào dài ở gáy và các lông trang trí ở ngực.","A small, elegant, all-white egret. It has a thin, black bill and black legs with distinctive bright yellow feet. In breeding season, it has two long nape plumes and decorative breast feathers.",
,164,"Cò nhỏ, lẩn trốn trong lau sậy. Chim trống có toàn thân màu nâu quế đồng nhất. Chim mái có lưng nâu, bụng có nhiều vạch sọc sẫm. Chim non có nhiều vằn và đốm phức tạp. Khi bay, màu cam sáng của chim trống rất nổi bật.","A small, secretive bittern of reedbeds. The male is uniformly cinnamon-colored all over. The female has a brown back and heavily streaked underparts. The juvenile is intricately mottled. The bright orange of the male is striking in flight.",
,165,"Cò cỡ trung bình, màu sẫm. Đặc trưng bởi hai bên cổ có màu vàng nâu, được ngăn cách bởi một sọc đen chạy dọc giữa họng. Lưng màu đen hoặc xám đá phiến. Thường rất nhút nhát và khó quan sát.","A medium-sized, dark bittern. It is characterized by buff-colored neck sides, separated by a black stripe down the center of the throat. The back is black or slate-grey. It is usually very shy and difficult to see.",
,166,"Cò rất nhỏ. Chim trống có lưng màu vàng nâu, chóp đầu đen, bụng trắng nhạt. Cánh có một mảng lớn màu vàng kem, tương phản với chóp cánh đen, rất dễ thấy khi bay. Chim mái có nhiều vệt nâu hơn.","A very small bittern. The male has a yellowish-brown back, a black cap, and pale underparts. The wings have a large, creamy-yellow patch that contrasts with black flight feathers, very visible in flight. The female is more heavily streaked brown.",
,167,"Cò mập mạp, cổ ngắn, hoạt động chủ yếu về đêm. Chim trưởng thành có chóp đầu và lưng màu đen bóng, cánh xám, bụng trắng, mắt đỏ. Chim non toàn thân màu nâu với nhiều đốm trắng.","A stocky, short-necked, and mostly nocturnal heron. The adult has a glossy black cap and back, grey wings, a white belly, and red eyes. The juvenile is brown with numerous white spots.",
,168,"Chim cỡ trung bình, thân hình chắc nịch. Chim trống có màu xám tro đồng nhất, với một mảng lông đen nhỏ ở trước mắt. Chim mái có màu xám nhạt hơn, bụng dưới có các vằn đen trắng.","A medium-sized, stout cuckooshrike. The male is uniform ashy-gray with a small black patch in front of the eye. The female is paler gray, with black-and-white barring on the lower belly.",
,169,"Nhỏ hơn Phường chèo xám lớn. Chim trống có màu xám sẫm hơn. Điểm phân biệt là các lông cánh sơ cấp có viền trắng mỏng, tạo thành một vệt sáng trên cánh khi xếp lại. Chim mái có ngực và bụng có vằn đen trắng.","Smaller than the Large Cuckooshrike. The male is darker grey. A key feature is the thin white edges on the primary feathers, creating a pale panel on the folded wing. The female is barred black and white on the breast and belly.",
,170,"Chim hoạt động về đêm, bộ lông có hoa văn ngụy trang giống vỏ cây khô. Có một ""ria"" trắng ở hai bên họng. Khi bay, chim trống để lộ các đốm trắng lớn ở bốn lông cánh ngoài cùng và hai bên mép đuôi.","A nocturnal bird with cryptic, bark-like plumage. It has a white ""moustache"" on its throat sides. In flight, the male shows large white spots on the four outer primary feathers and the tail corners.",
,171,"Chim rất nhỏ, sống ở đồng cỏ. Lưng màu nâu với các vệt đen dày. Bụng màu trắng kem. Đuôi ngắn, viền trắng, thường xuyên vẫy lên vẫy xuống. Tiếng hót trong khi bay trình diễn: ""dzit... dzit... dzit"".","A tiny grassland bird. The back is brown with heavy black streaks. The belly is creamy-white. The short, white-tipped tail is constantly flicked. Its song flight involves a zig-zagging aerial display with a ""dzit...dzit...dzit"" call.",
,172,"Chim nhỏ, mảnh mai với đuôi rất dài. Lông màu nâu xám đồng nhất, không có vệt sọc rõ ràng trên lưng. Có một đường lông mày màu trắng kem mờ. Bụng có màu hung vàng nhạt.","A small, slender warbler with a very long tail. The plumage is a uniform grey-brown, without obvious streaks on the back. It has a faint creamy-white supercilium. The belly has a pale buffy wash.",
,173,"Chim nhỏ, đuôi dài. Lưng màu nâu ô liu, đầu màu xám, tương phản với cổ họng trắng và bụng màu vàng tươi. Đuôi có chóp trắng.","A small, long-tailed warbler. The back is olive-brown, the head is grey, contrasting with a white throat and bright yellow belly. The tail has a white tip.",
,174,Chích nhỏ. Lưng xanh ô liu. Bụng trắng. Cổ họng có một yếm đen (ở chim trống). Trán màu hung đỏ. Cạnh cánh và lông dưới đuôi có màu vàng tươi.,"A small tailorbird. The back is olive-green, the belly is white. The throat has a black bib (in males). The forehead is rufous. The wing edge and undertail coverts are bright yellow.",
,175,"Chích nhỏ, đuôi dài thường dựng đứng. Lưng xanh ô liu, bụng trắng. Trán màu hung đỏ. Hai lông đuôi giữa dài hơn hẳn các lông khác.","A small tailorbird with a long, often cocked tail. The back is olive-green, the belly is white. The forehead is rufous. The two central tail feathers are much longer than the others.",
,176,"Hạc rất lớn, đầu và cổ trần trụi, da màu vàng đến hơi đỏ. Mỏ rất lớn, dày, hình nêm. Lưng và cánh trên màu đen bóng, tương phản với toàn bộ phần dưới cơ thể màu trắng. Không có túi cổ.","A very large stork. The head and neck are bare, with yellowish to reddish skin. The bill is massive and wedge-shaped. The back and upperwings are glossy black, contrasting with the all-white underparts. Lacks a neck pouch.",
,177,"Hạc lớn, nhiều màu sắc. Thân chủ yếu màu trắng với một dải đen đậm vắt ngang ngực và lông cánh màu đen. Lông bao cánh có những vệt hồng tinh tế. Mỏ dài, dày, màu vàng. Da mặt trần có màu cam-đỏ.","A large, colorful stork. The body is mainly white with a bold black breast-band and black flight feathers. The wing coverts have delicate pink tinges. The long, heavy bill is yellow. Bare facial skin is orange-red.",
,178,"Bồ câu đất, mập mạp. Đặc trưng bởi đôi cánh màu xanh ngọc lục bảo óng ánh. Lưng và đuôi màu nâu sẫm. Chim trống có một mảng trắng ở vai và trán màu xám. Mỏ và chân màu đỏ.",A stocky ground-dove. It is characterized by its iridescent emerald-green wings. The back and tail are dark brown. The male has a white shoulder patch and a grey forehead. The bill and legs are red.,
,179,"Bồ câu nhỏ, mảnh mai, đuôi dài. Lông màu nâu xám với rất nhiều vằn ngang màu đen mịn ở cổ, ngực và lưng. Vùng da trần quanh mắt có màu xanh lam nhạt.","A small, slender, long-tailed dove. It is greyish-brown with fine black barring on the neck, breast, and back. The bare skin around the eye is pale blue.",
,180,"Bồ câu cỡ trung bình. Lông màu nâu hồng nhạt. Đặc điểm nhận dạng là một mảng da ở hai bên cổ có các đốm trắng trên nền đen, trông như một chiếc ""khăn choàng"".","A medium-sized dove. The plumage is pale pinkish-brown. The unmistakable identification mark is a patch on the neck sides with white spots on a black background, resembling a ""shawl"".",
,181,"Bồ câu nhỏ hơn Cu gáy. Lông màu hồng-nâu ở đầu và ngực, nhạt dần thành màu trắng ở bụng. Có một vòng cổ màu đen lấm tấm các đốm màu đồng ở phía trước cổ.","A dove smaller than the Spotted Dove. The head and breast are pinkish-brown, fading to white on the belly. It has a black collar speckled with coppery spots on the foreneck.",
,182,"Chim bồ câu cây. Chim trống có lưng màu hạt dẻ đậm, đầu xám, cánh xanh lục với viền vàng và đen. Chim mái có lưng màu xanh lục. Cả hai giới đều có đuôi trên màu xám.","An arboreal pigeon. The male has a deep maroon back, grey head, and green wings with yellow-and-black edging. The female has a green back. Both sexes have a grey uppertail.",
,183,"Chim trống có màu sắc rực rỡ: đầu và cổ màu xám, ngực màu hồng cam, bụng xanh lục. Chim mái có màu xanh lục đồng nhất, không có mảng màu hồng cam ở ngực.","The male is brightly colored: grey head and neck, orange-pink breast, and a green belly. The female is uniformly green, lacking the orange-pink breast patch.",
,184,"Rất giống Cu xanh đầu xám. Chim trống cũng có đầu xám, nhưng dải ngực màu hồng được viền bởi một dải màu tím tử đinh hương (lilac) mỏng hơn bên dưới.","Very similar to the Pink-necked Green-Pigeon. The male also has a grey head, but the pink breast band is bordered below by a thinner lilac band.",
,185,"Chim màu sắc sặc sỡ. Khi đậu, trông chủ yếu có màu nâu ở lưng và xanh ngọc ở bụng. Khi bay, đôi cánh bung ra để lộ màu xanh lam và xanh ngọc rực rỡ. Đầu to, mỏ đen, dày.","A brightly colored bird. When perched, it appears mostly brown on the back and turquoise on the belly. In flight, the wings flash with brilliant blue and turquoise. It has a large head and a thick, black bill.",
,186,"Chim nhỏ. Chim trống mùa sinh sản có chóp đầu và lưng màu đen, cánh đen có hai vạch trắng, thân dưới màu vàng tươi. Ngoài mùa sinh sản, lưng có màu xanh ô liu. Chim mái luôn có lưng màu xanh ô liu.","A small bird. The breeding male has a black cap and back, black wings with two white wing-bars, and bright yellow underparts. The non-breeding male has an olive-green back. The female always has an olive-green back.",
,187,"Chim màu đen tuyền, bóng mượt. Đuôi rất dài, rộng ở gốc và thuôn nhọn ở cuối. Mắt có màu xanh lam hoặc xanh ngọc nổi bật. Mỏ ngắn, dày và cong.","A velvety, all-black bird. The tail is very long, broad at the base and tapering to the tip. The eyes are a striking blue or turquoise. The bill is short, thick, and curved.",
,188,"Chèo bẻo cỡ trung bình, màu đen bóng. Đuôi chẻ nông. Đặc điểm nhận dạng là một túm lông nhỏ, dựng đứng ở ngay trên gốc mỏ.","A medium-sized, glossy black drongo. The tail is shallowly forked. Its identifying feature is a small, erect tuft of feathers just above the bill base.",
,189,"Chèo bẻo màu đen bóng toàn thân. Đặc trưng bởi chiếc đuôi dài, chẻ sâu. Mỏ đen, chắc khỏe. Rất hung dữ, thường rượt đuổi các loài chim lớn hơn.","An all-glossy-black drongo. It is characterized by its long, deeply forked tail. The bill is black and robust. It is very aggressive, often chasing larger birds.",
,190,"Chèo bẻo lớn nhất, màu đen bóng. Có một mào lông dài, cong ngược ra sau gáy. Đặc điểm nổi bật nhất là hai lông đuôi ngoài cùng rất dài, chỉ có phiến lông ở phần ngọn.","The largest drongo, glossy black. It has a long crest that curves backwards over the nape. Its most striking feature is the two elongated outer tail feathers, which are bare shafts with feathered tips (rackets).",
,191,Toàn thân màu xám tro sẫm. Hình dáng và đuôi chẻ sâu tương tự Chèo bẻo đen. Có một mảng trắng nhạt quanh mắt. Mắt màu đỏ tươi.,It is entirely dark ash-grey. Its shape and deeply forked tail are similar to the Black Drongo. It has a pale whitish patch around the eye. The eyes are bright red.,
,192,"Chim nhỏ, năng động. Lưng màu nâu xám, bụng trắng, có một dải đen vắt ngang ngực. Có một sọc trắng dài trên mắt. Liên tục xòe chiếc đuôi dài, viền trắng của mình ra như một chiếc quạt.","A small, active bird. The back is grey-brown, the belly is white, with a black band across the breast. It has a long white eyebrow. It constantly fans its long, white-tipped tail.",
,193,"Cu cu nhỏ. Chim trống có đầu xám, lưng nâu, bụng màu cam nhạt. Chim mái có biến thể màu hung, toàn thân màu nâu cam với các vằn đen.","A small cuckoo. The male has a grey head, brown back, and pale orange belly. The female has a rufous morph, which is all orangey-brown with black barring.",
,194,"Cu cu nhỏ. Cả chim trống và mái đều giống nhau: lưng màu nâu, bụng trắng, toàn bộ cơ thể có nhiều vằn ngang màu sẫm. Có một vệt trắng trên mắt.","A small cuckoo. Both male and female are alike: brown back, white belly, and heavy dark barring all over the body. It has a white streak above the eye.",
,195,"Cu cu lớn. Chim trống có màu đen tuyền óng ánh, mắt đỏ, mỏ xanh nhạt. Chim mái có màu nâu sẫm với nhiều đốm trắng ở thân trên và vằn đen trắng ở thân dưới.",A large cuckoo. The male is glossy all-black with a red eye and a pale green bill. The female is dark brown with heavy white spotting on the upperparts and black-and-white barring on the underparts.,
,196,"Chim lớn, đuôi rất dài và xếp thành nhiều lớp. Toàn thân màu xám sẫm. Đuôi có chóp lông màu trắng. Mỏ dày, cong, màu xanh vàng. Vùng da trần quanh mắt có màu đỏ.","A large bird with a very long, graduated tail. The body is dark grey. The tail has white tips. The thick, curved bill is yellowish-green. The bare skin around the eye is red.",
,197,"Chim lớn, vụng về. Thân màu đen bóng, tương phản hoàn toàn với đôi cánh màu nâu hạt dẻ sáng. Mắt to, màu đỏ ruby. Đuôi rất dài. Tiếng kêu ""bụp... bụp... bụp..."" trầm và vang vọng.","A large, clumsy bird. The body is glossy black, contrasting completely with bright chestnut wings. The eyes are large and ruby-red. The tail is very long. Its call is a deep, booming ""boop...boop...boop"".",
,198,"Nhỏ hơn Bìm bịp lớn. Ngoài mùa sinh sản, bộ lông có màu nâu sọc vằn vện. Vào mùa sinh sản, thân chuyển sang màu đen và cánh màu nâu hạt dẻ. Mắt màu nâu hoặc đỏ.","Significantly smaller than the Greater Coucal. Non-breeding plumage is streaky brown. In breeding season, the body becomes black and the wings chestnut. The eye is brown or red.",
,199,"Chim có hình dáng lai giữa nhạn và choắt. Lưng nâu, bụng trắng. Cổ họng màu kem được viền bởi một đường màu đen. Dưới cánh có màu nâu hạt dẻ (chỉ thấy khi bay). Đuôi chẻ.",A bird with a shape intermediate between a swallow and a wader. It has a brown back and white belly. The creamy throat is bordered by a black line. The underwing is chestnut (visible in flight). The tail is forked.,
,200,"Bói cá lớn. Đầu, cổ và bụng có màu nâu sô-cô-la. Cổ họng và ngực có một yếm trắng lớn. Lưng, cánh và đuôi màu xanh lam-ngọc óng ánh. Mỏ rất to, màu đỏ san hô.","A large kingfisher. The head, neck, and belly are chocolate-brown. The throat and breast have a large white bib. The back, wings, and tail are iridescent turquoise-blue. The bill is very large and coral-red.",
,201,"Bói cá rất lớn. Đầu màu xám nâu, cổ và bụng màu vàng đất. Lưng và cánh màu xanh lục. Mỏ cực lớn, phồng, màu đỏ tươi.","A very large kingfisher. The head is brownish-grey, the collar and underparts are buffy-yellow. The back and wings are greenish-blue. The bill is massive, bulbous, and bright red.",
,202,Nhạn có lưng xanh đen óng ánh. Trán và cổ họng màu đỏ gạch. Đặc trưng bởi hai lông đuôi ngoài cùng rất dài và mảnh.,"A swallow with a glossy blue-black back. The forehead and throat are brick-red. It is characterized by its very long, thin outer tail streamers.",
,203,"Nhạn nhỏ, lưng màu nâu đất. Bụng trắng, có một dải nâu rõ rệt vắt ngang ngực. Đuôi chẻ nông.","A small swallow with an earthy-brown back. The belly is white, with a distinct brown band across the breast. The tail is shallowly forked.",
,204,Chim nước đặc trưng. Thân màu đen bóng với lưng và cánh có ánh xanh đồng. Lông dưới đuôi màu nâu đỏ. Mỏ màu vàng với tấm sừng trán màu đỏ. Có một dải lông mày trắng rộng. Chân và ngón chân rất dài.,A distinctive waterbird. The body is glossy black with a bronze-green back and wings. The undertail coverts are reddish-brown. The bill is yellow with a red frontal shield. It has a broad white supercilium. The legs and toes are extremely long.,
,205,"Chim săn mồi nhỏ. Lưng màu nâu, bụng trắng. Chóp đầu màu nâu đỏ. Đặc trưng bởi một ""mặt nạ"" đen rộng chạy qua mắt và một sọc trắng (lông mày) rõ nét ngay trên đó.","A small predatory passerine. The back is brown, the belly is white. The crown is reddish-brown. It is characterized by a broad black ""mask"" through the eye and a prominent white eyebrow (supercilium) just above it.",
,206,"Trảu có lưng màu xanh lục. Cổ họng màu vàng nâu, có một dải đen mảnh ngăn cách với ngực màu xanh. Có một dải đen chạy qua mắt. Hai lông đuôi giữa dài hơn và nhọn.","A bee-eater with a green back. The throat is yellowish-brown, separated from a blue breast by a thin black band. It has a black stripe through the eye. The two central tail feathers are elongated and pointed.",
,207,"Chim trống có màu đen bóng ở phần trên cơ thể và ngực, tương phản với bụng màu trắng. Cánh có một vệt trắng dài. Chim mái có màu xám thay vì đen. Đuôi dài, thường xuyên dựng đứng.","The male is glossy black on the upperparts and breast, contrasting with a white belly. The wing has a long white patch. The female is grey instead of black. The long tail is frequently held upright.",
,208,"Chim rất nhỏ. Chim trống có lưng và đuôi màu xanh đen bóng, bụng trắng, và một dải đỏ tươi chạy từ đỉnh đầu xuống hết lưng. Chim mái có màu nâu ô liu, phao câu màu đỏ.","A tiny bird. The male has glossy blue-black back and tail, a white belly, and a bright red stripe running from the crown all the way down the back. The female is olive-brown with a red rump.",
,209,"Chim trống có bụng màu vàng tươi, lưng màu xanh ô liu. Cổ họng và ngực trên có màu xanh tím óng ánh. Chim mái toàn thân màu xanh ô liu, bụng vàng nhạt hơn. Mỏ dài, cong.",The male has a bright yellow belly and an olive back. The throat and upper breast are iridescent bluish-purple. The female is all olive-brown with a paler yellow belly. The bill is long and curved.,
,210,"Chim trống có ngực và bụng màu vàng, lưng và đầu xanh đen. Đặc trưng bởi một mảng lớn màu hồng tím hoặc đỏ thẫm ở cổ họng. Chim mái có màu xỉn hơn, lưng nâu ô liu, bụng vàng.","The male has a yellow breast and belly, and a blackish-green back and head. It is characterized by a large, deep red or crimson throat patch. The female is duller, with an olive-brown back and a yellow belly.",
,211,"Chim săn mồi lớn, chuyên ăn cá. Đầu trắng với một dải màu nâu sẫm rộng chạy ngang qua mắt. Lưng và cánh trên màu nâu sẫm, bụng trắng. Khi bay, cánh cong lại tạo thành hình chữ ""M"" rõ rệt.","A large, fish-eating raptor. The head is white with a broad, dark brown stripe through the eye. The back and upperwings are dark brown, the underparts are white. In flight, wings are bent, creating a distinct ""M"" shape.",
,212,"Chích lá có bụng màu vàng lưu huỳnh sáng. Lưng màu nâu xám, không có vạch cánh. Có một sọc mày dài màu vàng và một đường sẫm chạy qua mắt.","A leaf warbler with a bright sulfur-yellow belly. The back is greyish-brown, without wing bars. It has a long yellow supercilium and a dark eyestripe.",
,213,Chim trống có bụng và sọc mày màu vàng tươi. Lưng có các sọc đen và nâu. Có hai yếm đen: một ở cằm và một ở dưới cổ họng. Chim mái có màu nâu nhạt hơn.,The male has a bright yellow belly and supercilium. The back is streaked black and brown. It has two black bibs: one on the chin and one below the throat. The female is a paler brown.,
,214,"Sẻ nhỏ. Đặc trưng bởi chóp đầu và gáy màu nâu hạt dẻ, má trắng với một đốm đen rõ rệt, và một yếm đen nhỏ ở cổ họng. Cả chim trống và mái đều trông giống nhau.","A small sparrow. It is characterized by a chestnut crown and nape, white cheeks with a distinct black spot, and a small black bib on the throat. Both male and female look alike.",
,215,"Chim di nhỏ. Lưng màu nâu. Ngực và bụng màu trắng với các vảy nhỏ hình tam giác màu nâu sẫm, tạo ra hoa văn giống vảy cá. Mỏ dày, hình nón, màu xám.","A small munia. The back is brown. The breast and belly are white with fine, dark brown triangular scales, creating a fish-scale pattern. The bill is thick, conical, and grey.",
,216,"Chim di nhỏ. Lưng màu nâu sẫm, bụng trắng. Phao câu màu trắng rõ rệt, là một dấu hiệu nhận dạng tốt khi bay. Mỏ hai màu, hàm trên đen và hàm dưới xám xanh.","A small munia. The back is dark brown, the belly is white. The rump is a conspicuous white, a good field mark in flight. The bill is bicolored, with a black upper mandible and a blue-grey lower mandible.",
,217,Khướu đất nhỏ. Lưng màu nâu ô liu. Bụng trắng với các vệt sọc đậm ở hai bên sườn và ngực. Chóp đầu màu nâu đỏ và có một sọc mày dài màu trắng kem.,A small ground-babbler. The back is olive-brown. The belly is white with heavy dark streaks on the flanks and breast. The crown is rufous-brown and it has a long creamy-white supercilium.,
,218,"Chim nước màu đen tuyền. Mỏ có đầu móc. Da ở gốc mỏ có màu vàng. Mắt màu xanh ngọc. Vào mùa sinh sản, có một vài lông trắng lốm đốm trên đầu.","An all-black waterbird. The bill is hooked at the tip. The skin at the base of the bill is yellow. The eyes are turquoise. In breeding season, has a few scattered white plumes on the head.",
,219,Gõ kiến rất nhỏ. Lưng có các sọc ngang đen trắng. Bụng màu trắng có các vệt sẫm. Đầu màu xám với một vệt trắng ở trên và dưới mắt. Chim trống có một vệt đỏ nhỏ ở hai bên gáy.,A very small woodpecker. The back has black-and-white horizontal barring. The belly is white with dark streaks. The head is grey with a white stripe above and below the eye. The male has a small red streak on the side of the nape.,
,220,"Chim lặn rất nhỏ, tròn trịa. Ngoài mùa sinh sản, lông màu nâu xám. Vào mùa sinh sản, cổ và má có màu nâu hạt dẻ, gốc mỏ màu vàng tươi.","A very small, rounded grebe. In non-breeding plumage, it is greyish-brown. In breeding plumage, the neck and cheeks are chestnut-brown, and the gape is bright yellow.",
,221,Chào mào có màu nâu xám đồng nhất. Đặc điểm nhận dạng là vùng da trần quanh mắt có màu xanh lam nhạt và một vệt lông che tai có các vằn xám trắng mờ. Lông dưới đuôi màu vàng nhạt.,A uniformly grey-brown bulbul. Its identifying features are a pale blue patch of bare skin around the eye and faint grey-and-white barring on the ear-coverts. The vent is pale yellow.,
,222,"Chào mào có lưng màu nâu, bụng trắng. Đầu có chóp đen và một sọc trắng rộng, rõ nét phía trên mắt. Có một ""ria"" đen mảnh. Lông dưới đuôi màu vàng tươi.","A bulbul with a brown back and white belly. The head has a black cap and a broad, prominent white supercilium. It has a thin black ""moustache"". The vent is bright yellow.",
,223,"Mặt, cổ và ngực màu trắng tinh, tương phản với lưng màu xám đen và phần lông dưới đuôi màu nâu đỏ. Mỏ màu vàng lục, gốc mỏ có tấm sừng đỏ.","The face and breast are pure white, contrasting with a slate-black back and chestnut-red undertail coverts. The bill is greenish-yellow with a red frontal shield.",
,224,"Chim trống mùa sinh sản có bộ lông xám đen, chân đỏ và một tấm sừng trán màu đỏ tươi rất lớn. Ngoài mùa sinh sản, chim trống và chim mái có màu nâu vàng với các vạch và đốm sẫm màu.","The breeding male has slate-black plumage, red legs, and a very large, bright red frontal shield. The non-breeding male and female are buffy-brown with dark barring and spotting.",
,225,"Chim nước màu xám đen. Có một sọc trắng chạy dọc hai bên sườn. Lông dưới đuôi màu trắng và tách ra hai bên. Mỏ màu đỏ với chóp mỏ màu vàng, tấm sừng trán màu đỏ.","A dark grey waterbird. It has a white stripe along its flanks. The undertail coverts are white and split on the sides. The bill is red with a yellow tip, and the frontal shield is red.",
,226,"Chim nước lớn, mập mạp. Lông có màu xanh tím đậm óng ánh. Lông dưới đuôi màu trắng tinh. Mỏ và tấm sừng trán rất lớn, màu đỏ tươi. Chân dài màu hồng đỏ.","A large, stocky waterbird. The plumage is iridescent deep purple-blue. The undertail coverts are pure white. The massive bill and frontal shield are bright red. The long legs are pinkish-red.",
,227,"Cuốc nhỏ, lẩn lút. Đầu, cổ và ngực có màu nâu đỏ hoặc gỉ sắt. Lưng màu nâu ô liu. Bụng và dưới đuôi có các vằn ngang đen trắng. Chân màu đỏ.","A small, secretive crake. The head, neck, and breast are reddish-brown or rusty. The back is olive-brown. The belly and vent have black-and-white barring. The legs are red.",
,228,"Cú lớn, khỏe mạnh với túm lông ""tai"" to và nổi bật. Lưng và cánh có màu nâu cam đến hung đỏ đậm, với các vệt dọc màu đen dày. Bụng màu cam nhạt với các vệt sẫm mảnh hơn. Mắt to, màu vàng. Chân dài, không có lông.","Large, powerful owl with large, prominent ear tufts. The back and wings are tawny-orange to deep rufous, with thick black vertical streaks. The belly is paler orange with finer dark streaks. Eyes are large and yellow. Legs are long and unfeathered.",
,229,"Cú nhỏ, thân hình chắc nịch với túm lông ""tai"" dễ thấy. Bộ lông có nhiều biến thể màu sắc (xám, nâu, hung đỏ) với hoa văn phức tạp để ngụy trang. Mắt thường có màu vàng tươi.","Small, stocky owl with prominent ear tufts. Its plumage comes in various color morphs (gray, brown, rufous) with intricate patterns for camouflage. Eyes are typically bright yellow.",
,230,"Sáo có thân màu nâu. Đầu và cổ màu đen. Mỏ và vùng da trần quanh mắt màu vàng tươi. Khi bay, để lộ một mảng trắng lớn trên cánh.","A myna with a brown body. The head and neck are black. The bill and bare skin around the eye are bright yellow. In flight, it reveals a large white wing patch.",
,231,"Sáo nhỏ. Đầu màu xám bạc, lưng xám. Ngực màu hồng cam nhạt, chuyển dần thành màu hung đỏ ở bụng và dưới đuôi. Mỏ có gốc màu xanh lam, thân vàng.","A small starling. The head is silvery-grey, the back is grey. The breast is pale pinkish-orange, fading to rufous on the belly and vent. The bill has a blue base and a yellow body.",
,232,"Sáo nhỏ. Thân chủ yếu màu xám nhạt, bụng trắng. Vai có một mảng trắng lớn, rất dễ thấy. Cánh và đuôi màu đen có ánh xanh. Mỏ màu xám.","A small starling. The body is mostly pale grey, with a white belly. It has a large, very conspicuous white shoulder patch. The wings and tail are glossy blackish-green. The bill is grey.",
,233,"Sáo lớn. Đặc trưng bởi vòng da trần màu vàng rộng quanh mắt. Đầu và cổ màu trắng, có một vòng cổ đen rộng vắt ngang ngực trên. Lưng màu đen có các vệt trắng.","A large myna. It is characterized by a broad yellow patch of bare skin around the eye. The head and neck are white, with a broad black collar across the upper breast. The back is black with white streaks.",
,234,"Chích sậy nhỏ. Lưng nâu, bụng trắng. Đặc điểm nhận dạng chính là có hai sọc ở trên đầu: một sọc mày dài màu trắng kem và ngay trên đó là một sọc mảnh màu đen.","A small reed warbler. The back is brown, the belly is white. Its key identification feature is a double head-stripe: a long, creamy-white supercilium with a fine black stripe just above it.",
,235,"Chích sậy lớn, mỏ dài và khỏe. Lưng màu nâu, bụng trắng ngà. Có một sọc mày dài màu trắng kem nổi bật và một đường sẫm chạy qua mắt.","A large reed warbler with a long, heavy bill. The back is brown, the belly is off-white. It has a prominent, long, creamy-white supercilium and a dark eyestripe.",
